timestamp,open,high,low,close,volume
2026-04-15,695.2600,700.2800,694.2000,699.9400,58240400
2026-04-16,701.0600,702.7800,698.5300,701.6600,49972400
2026-04-17,706.1400,712.3900,705.7600,710.1400,70661900
2026-04-20,708.7800,709.9100,706.1400,708.7200,43546800
2026-04-21,710.2800,711.2800,702.6400,704.0800,58941400
2026-04-22,709.1500,711.4500,708.2200,711.2100,42518500
2026-04-23,709.5000,712.3600,702.2800,708.4500,56174000
2026-04-24,710.7500,714.4700,709.0100,713.9400,45182000
2026-04-27,713.1700,715.6300,712.3000,715.1700,33135900
2026-04-28,711.8200,712.8800,709.2500,711.6900,43117400
2026-04-29,711.0000,712.2000,708.3700,711.5800,41859200
2026-04-30,714.6300,719.7900,710.4500,718.6600,67240900
2026-05-01,721.2500,724.8700,720.4700,720.6500,43049800
2026-05-04,720.0700,722.1200,714.9900,718.0100,51950600
2026-05-05,721.7700,725.0400,721.4900,723.7700,36933200
2026-05-06,728.1600,734.5900,727.8200,733.8300,53288900
2026-05-07,735.0500,736.1300,729.7500,731.5800,51724600
2026-05-08,734.9300,738.0800,734.5700,737.6200,47227100
2026-05-11,736.4500,740.7900,736.4500,739.3000,44024000
2026-05-12,736.8900,738.8400,731.8300,738.1800,54185300
2026-05-13,738.4700,743.9100,735.4700,742.3100,44200200
2026-05-14,743.6500,749.5300,743.5600,748.1700,45307600
2026-05-15,741.7900,743.4600,737.9600,739.1700,60410800
2026-05-18,739.8300,741.4200,733.3900,738.6500,47843900
2026-05-19,734.7800,737.6500,731.5300,733.7300,54255900
2026-05-20,735.7100,741.8700,733.8900,741.2500,45768000
2026-05-21,738.6400,744.8700,737.0300,742.7200,43332200
2026-05-22,746.2400,748.9400,744.4800,745.6400,41762000
2026-05-26,750.0100,752.1300,748.3700,750.5900,41123600
2026-05-27,750.8800,751.3800,748.2200,750.4600,42106300
2026-05-28,750.2500,755.1500,749.2300,754.6000,41562600
2026-05-29,755.9000,758.0800,754.6900,756.4800,55075700
2026-06-01,755.3600,760.2800,754.6900,758.5400,43634900
2026-06-02,757.0300,760.4000,756.7500,759.5700,31581900
2026-06-03,758.1500,758.8000,753.5700,754.2400,51402500
2026-06-04,752.1000,758.3100,751.4700,757.0900,49923000
2026-06-05,752.3100,752.8200,735.5300,737.5500,93989400
2026-06-08,743.3600,745.3400,738.1900,739.2200,49319100
2026-06-09,743.6300,746.9000,722.5900,737.0500,87683500
2026-06-10,733.3900,738.3800,725.3300,725.4300,60341300
2026-06-11,728.7600,740.0000,724.4100,737.7600,86330500
2026-06-12,740.7100,744.4400,735.0300,741.7500,57079500
2026-06-15,751.8500,756.6800,751.7600,754.8300,60176400
2026-06-16,754.5500,755.4400,749.8800,750.3300,67093100
2026-06-17,751.2900,752.1500,739.2200,740.9600,85945200
2026-06-18,747.7600,748.2300,743.8600,746.7400,80875700
2026-06-22,747.7000,750.1800,743.1300,744.3900,46628100
2026-06-23,733.8100,739.6300,732.3000,733.5800,66846800
2026-06-24,735.1700,739.9500,730.8400,733.2400,57439500
2026-06-25,738.9100,739.3700,729.6000,734.3000,53934400
2026-06-26,728.9500,736.5300,716.5800,728.9900,71034000
2026-06-29,736.5300,741.5600,732.0900,741.0000,58035200
2026-06-30,741.2900,748.0200,740.8900,746.7700,55626000
2026-07-01,745.0000,749.4400,742.3800,745.7600,47100900
2026-07-02,747.4000,751.3100,740.0300,744.7800,57447800
2026-07-06,748.7400,752.4100,747.4100,751.2800,50673300
2026-07-07,750.2200,750.9600,745.2100,747.7100,43721500
2026-07-08,743.1600,746.1500,739.5100,745.4000,43767400
2026-07-09,747.3500,751.9700,745.5900,751.7100,41441700
2026-07-10,752.0500,755.4200,748.1000,754.9500,42191300
2026-07-13,752.4700,753.9100,748.0000,749.1700,44013600
2026-07-14,750.9100,753.3400,748.6600,751.8300,35143100
2026-07-15,754.2400,755.5800,750.2000,754.8100,43844800
2026-07-16,752.7600,754.5700,747.8800,750.7200,46409800
2026-07-17,742.0800,747.2900,740.8000,743.2900,62651000
2026-07-20,747.0600,748.7300,741.5100,742.0900,50422300
2026-07-21,746.2900,749.0400,744.1800,748.2800,34324300
2026-07-22,746.6200,750.0200,746.3700,747.4100,32836200
2026-07-23,739.3700,742.5600,735.2100,738.1800,55437300
2026-07-24,738.5100,743.7200,737.2900,738.9300,44782000
2026-07-27,744.9100,745.5300,735.8700,739.0900,41461200
2026-07-28,739.1900,742.7900,735.9800,740.8600,47322200
2026-07-29,739.9700,742.6800,729.1000,729.4600,70697200
2026-07-30,736.0500,742.4500,734.5900,741.6900,66811300
2026-07-31,744.6800,748.9000,737.6800,747.0300,62445900
2026-08-03,749.4400,758.5800,748.8000,757.6700,59927500
2026-08-04,760.6300,773.4100,760.5200,771.3300,69154800
2026-08-05,775.8500,776.8500,769.5100,769.7900,44689100
2026-08-06,770.2100,771.8200,767.4600,768.5600,38416900
2026-08-07,771.0200,773.9200,769.6100,773.2600,43586300
2026-08-10,772.6000,775.0500,771.6200,773.0300,39249500
2026-08-11,774.5300,774.6100,769.2000,770.5600,36740600
2026-08-12,774.7100,774.9000,771.2800,772.4900,33179100
2026-08-13,774.8700,779.3700,774.1100,777.8800,35634500
2026-08-14,778.5400,778.8000,775.4300,776.3400,31367900
2026-08-17,776.1800,776.7800,772.5100,772.6700,34356600
2026-08-18,768.7000,769.5000,766.9200,767.4500,43920900
2026-08-19,770.3600,772.4700,768.1000,769.0600,40306000
2026-08-20,765.9600,768.1500,762.0400,762.6000,45520300
2026-08-21,766.0500,767.8500,764.1700,765.7200,39188700
2026-08-24,764.7800,765.2200,762.0800,763.4700,32430900
2026-08-25,766.1600,766.7800,763.0500,765.9100,27422300
2026-08-26,764.7300,767.3500,763.9300,766.0800,28751600
2026-08-27,768.5000,772.3600,767.1600,771.1000,34557100
2026-08-28,771.7600,775.3000,768.3100,769.3500,36744300
2026-08-31,767.3300,768.0000,764.7200,767.0500,38810800
2026-09-01,762.0100,764.6700,759.4800,761.7800,41126300
2026-09-02,762.4500,766.4300,761.7300,765.1600,29566200
2026-09-03,767.9000,774.0300,767.4500,773.1700,43531600
2026-09-04,772.0100,772.8700,769.0000,770.1900,34054200
2026-09-08,769.0700,769.7000,765.1400,765.9600,44746100
2026-09-09,764.0800,764.4700,760.9400,762.4000,32812400
2026-09-10,758.0300,760.1100,756.6400,757.8300,42740400
2026-09-11,764.7200,766.3800,763.6000,764.2900,45512700
2026-09-14,759.0000,763.5200,757.9300,760.8800,43992400
2026-09-15,760.1200,760.3500,756.1500,757.3900,46195000
2026-09-16,759.5000,761.6700,749.6000,754.0500,59217700
2026-09-17,763.1500,763.5700,759.9600,762.6000,49652800
2026-09-18,761.3100,762.0000,757.9700,761.6900,65395100
2026-09-21,766.2500,774.8900,766.0300,773.5000,50484700
2026-09-22,774.0300,775.1400,772.5700,773.3800,34802300
2026-09-23,772.7900,773.0500,766.5000,767.8100,54931700
